r_id,of_title,r_date,score,review,is_english,Ideological Bias,LGBTQ+ Criticism,Conspiracy Theory,Review Ecosystem Critique,Technical Criticism,Tactical Praise,Coordinated Hate,Studio Criticism,Frustration/Expectation
101536,Logan,2017-11-17,3,Alright. Worth a watch.  You could predict the plot toward the end which was ok but they could have cut about 20 minutes out of it. After a few i was like come on with it already.  Decent show.,True,0.3702107071876526,0.4128189980983734,0.47938305139541626,0.36956360936164856,0.13499043881893158,0.39441776275634766,0.21688637137413025,0.2491709589958191,0.3905383050441742
101556,Logan,2017-03-14,5,"Although definitely too violent\, Logan is a very realistic\, moving and sometimes even genuinely tragic and heartbreaking movie. The character development is absolutely fantastic\, the performances from Patrick Stewart and Hugh Jackman are so good\, the humor is quite strong and the film's action is so well executed\, but also never overwhelming. It is such a well edited\, clever and emotional film with a couple of truly moving and beautiful sequences that are hard to forget leading to such a phenomenal\, genuinely different superhero outing that simultaneously works great as an X-Men and as a standalone movie.",True,0.018091673031449318,0.049560949206352234,0.003850986249744892,0.015041443519294262,0.005657810252159834,0.006808199919760227,0.004481610842049122,0.01892017386853695,0.007140208967030048
101564,Logan,2017-02-27,3,"Although I enjoy the X men series and have seen them all\, the violence in this movie is unnecessarily graphic and is not for kids.",True,0.4253194034099579,0.011607692576944828,0.0362025685608387,0.061537016183137894,0.004712357185781002,0.026523776352405548,0.2952183783054352,0.05742046609520912,0.03449595347046852
101574,Logan,2017-03-03,5,"Although I'm going to hold out hope that Ryan Reynolds can convince Hugh Jackman to return for Deadpool 2\, this would be one hell of a way to go out. The R rating made me a bit skeptical as it seemed a bit reactionary to capitalize on the success of Deadpool\, but it is used as a great story telling element that helped set the tone of the movie. Logan delivers on a multitude of levels for extreme ass-kickery in an extraordinary blend of action sequences and emotional gut punches making it easily the best X-men related film to date. Director James Mangold unleashes Wolverine in an adventure that gives fans of the iconic comic book character a long overdue showcase of the animal within. But for those unfamiliar with the franchise\, there is still a heartfelt action-packed story will keep you thoroughly entertained for one wild ride. To no surprise\, Hugh Jackman and Patrick Stewart give us the best performances in their franchise long tenure. Stewart captures the frail humanity of Professor X as he battles an unknown neurological disease without any sacrifice to his wise and even-tempered demeanor. Both he and Jackman bring a very seasoned and damaged presence that is almost painful to watch for those who have long been fan's of the franchise. I'm a little mixed on Dafne Keen's performance as X-23/Laura\, though at no fault of her own. For the majority of the movie I actually found her character to be quite irritable. The creators definitely went for a rebellious feral child kind of personality to emphasize her similarities with Logan and her ability to bring forth mass carnage. Even though given the context of Laura's upbringing this makes sense\, she spends about two-thirds of the movie shrieking with no audible dialogue in a manner that I found overly petulant. Luckily\, the third act manages to salvage her character in a way that makes me excited to see more of her in the future. Wolverine spends so much of Logan getting beaten down and struggling to get up rather than maiming his enemies\, that it really paints him our beloved hero in a fashion that we're not accustomed to. Quite honestly\, it took some time to realize he's no longer the bruiting beast we're used to seeing\, especially with X-23 outdoing him in almost every action sequence. Although it was a bit tough to digest that a small child is causing more bloodshed than our Adamantium-covered brute\, she definitely proves her strength. No one will ever replace Wolverine\, but we're in great hands with X-23 as she maims\, shreds\, hacks\, stabs\, and gouges her way in a series of flips\, kicks\, punches\, and leaps like you could not imagine without seeing for yourself. I wasn't too big a fan of the route they chose to give Logan a formidable opponent\, but that aside\, this third act is one of most spectacular I've seen by a comic book movie - perhaps ever. Mangold ties up Logan's \""final\"" run in a beautiful amalgamation of tear jerking moments and some much needed violence. All questions that you may have during the movie are answered in a way that doesn't feel shoehorned in and gives us one \""last\"" glimpse of Wolverine's unrelenting spirit to stand up for what's right and his inability to shy away from a fight - no matter the odds or consequences.\n\nScore - 9.5/10\n\nP.S. - No end credit scene\, only pre-film scene. Mangold masterfully does this to keep the tone set by the ending of the film intact.",True,0.3587028980255127,0.3840489685535431,0.3192093074321747,0.36649805307388306,0.2860018312931061,0.32363104820251465,0.3294455111026764,0.36121779680252075,0.4405854046344757
101575,Logan,2017-05-01,4,"Although Im not a marvel fanboy i just love it in a regular way\,its surprisingly a great one i feel that i wanna see it again if i kept on saying good things about it it wont end no one acted bad except the father of the girl\, he was just bad The girl was the best thing in the movie she was excellent in this movie im excpecting her to have a great  future and chances in Hollywood and hugh Jackman was good as usual as wolverine and the action sequence was beyond amazing and beyond Fantastic can't wait to see it again and to  buy it on bluray or DVD \nMy score: 9.5/10",True,0.029848111793398857,0.019393716007471085,0.008450310677289963,0.013653106056153774,0.02025444433093071,0.2095710188150406,0.008491541258990765,0.04217485338449478,0.6407495737075806
101581,Logan,2018-06-20,5,"Although it didn't keep me on the edge of my seat like most superhero movies\, it's better than The Dark Knight and that's saying something. Its earned it's 5 star rating.",True,0.205613911151886,0.2855178117752075,0.3379024267196655,0.2734227478504181,0.0565325953066349,0.22288811206817627,0.05067545548081398,0.33249011635780334,0.09318891912698746
101636,Logan,2017-03-04,1,"Although the actors do their job well\, this is just a BRAINLESS SLASHER MOVIE.  A typical X-Men movie has a smart captivating plot\, complex characters including the villains\, spectacular visual effects\, and much more.  Here is the plot of this movie (without spoilers):  An army of muscle bound special force soldiers attack Wolverine and get slashed to pieces - claws through the head - with blood and body parts flying all over.  The good guys get away but get attacked again and the same thing happens.  They get away again\, and then - you guessed it - same thing happens.  By the last bloodbath I was falling asleep due to the sheer stupidity of it.  As you may have seen from the trailer\, a young girl takes part in all the fighting and is even more vicious than Wolverine.  Apparently it's ok for a pre-teen girl to slash people to pieces - because hey\, they are the bad guys\, they deserve it.  The movie also DOES NOT STAY TRUE TO THE XMEN BACKSTORY AND FREQUENTLY TURNS INTO NONSENSE.  For example\, in previous movies we are told that an adamantium bullet would not kill a being with an adamantium skull\, but would erase memories.  This movie thinks however that an adamantium bullet can blow off half of an adamantium skull.  There are other examples\, but I don't want to give away the plot.  Bottom Line:  I love the X-Men series and have seen every movie\, sometimes multiple times.  This one is not worth seeing in a theater (unless you are into Halloween Slasher movies\, because in that category it's top notch).",True,0.22980982065200806,0.2136669009923935,0.18738041818141937,0.21683011949062347,0.19185832142829895,0.20657013356685638,0.20166578888893127,0.24223577976226807,0.21846255660057068
101637,Logan,2017-03-07,4,"Although the atmosphere surrounding Logan brings to mind the depressing nature of Rocky Balboa\, the story\, like Rocky\, tugs at your heart strings nearly the entire time. If you're expecting another X-Men movie\, rent Apocalypse. Logan is not that. Instead\, Logan brings you the story of an old hero that has long lost the ability--and the will--to care about anyone\, especially himself. But we find that sometimes all one needs is the purpose to move forward. And that purpose can come in many shapes and sizes.",True,0.225339874625206,0.35746583342552185,0.08760234713554382,0.20621107518672943,0.04530121013522148,0.25061288475990295,0.13498586416244507,0.1580938696861267,0.35443997383117676
101658,Logan,2017-04-01,3,"Although the performances from Hugh Jackman\, Patrick Stewart and Dafne Keen are all Oscar-worthy \, the film lacks the fun of previous X-Men movies and in some points of the story\, you'll find yourself being bored.  The movie takes advantage of its R-rating with some incredible\, bloody action sequences. It also gives us an important lesson on family\, saying that no matter what\, they are the most important people in the world.  It is certainly not the worst movie in the franchise but not the best either.",True,0.35223254561424255,0.13086526095867157,0.24906067550182343,0.17507433891296387,0.04090088605880737,0.3390152156352997,0.16635875403881073,0.4029299020767212,0.26836609840393066
101659,Logan,2017-03-27,4,"Although the plot was quite predictable\, it was a decent ending as a closure for any film franchise. It is also recommendable to whom haven't watched any of the previous wolverine movies as I was enjoyable. Logan's desperate struggle scene was emotionally touching. I admired Stewart and Jackman's performance since they seemed really aged and vulnerable in movie. Pretty surprisingly\, I also got satisfied with watching an amazing debut of Dafne Keen.",True,0.03533382713794708,0.00973105151206255,0.0075190868228673935,0.026722973212599754,0.00457942858338356,0.0365867093205452,0.005073069594800472,0.016045842319726944,0.8748854994773865
101664,Logan,2017-05-19,4,"Although there's an expectation for Logan to give a cold shoulder\, the film could have been elevated had emotion been seen earlier than later.",True,0.5004368424415588,0.5806058049201965,0.5848386883735657,0.6889073252677917,0.26212283968925476,0.5286607146263123,0.5559387803077698,0.4113854169845581,0.938749372959137
101683,Logan,2017-03-04,3,"Although this movie strives to be an Unforgiven or True Grit with a comic book lead\, it just doesn't cut it -pun intended. Too many plot holes and inconsistent character motivations lead to a movie that has a few cool scenes but no coherence. Despite the poor script\, several of the performances are entertaining\, but not enough to make this movie feel like less of a 2 1/2 hour road trip to nowhere.",True,0.14746065437793732,0.03530030697584152,0.03400629013776779,0.16658364236354828,0.0026449603028595448,0.20068779587745667,0.27596598863601685,0.47485947608947754,0.22914840281009674
101740,Logan,2017-06-09,4,"A marvelous film\, pun intended. Never has there been such depths explored in a comic character\, and the heartbeats we feel throughout this film stick with us long after the experience. The team truly embraced the \""R\"" rating\, making this cinematic adventure all the more raw\, compelling\, and unique. For those of us who grew up with Hugh Jackman in the role of this iconic character\, the movie evokes a rich sentimentality. Despite the disillusioned\, drunk\, detached version of Logan we find here\, he is always our wild hero.",True,0.41050365567207336,0.2262868732213974,0.050636451691389084,0.4288522005081177,0.012675494886934757,0.1416095644235611,0.019764862954616547,0.290530800819397,0.23437152802944183
101766,Logan,2017-03-04,5,"A masterpiece. Definitely in my top three. With Jackman saying this is his last time to play the Wolverine\, I can't imagine a better tribute/ending to a childhood favorite.",True,0.035509269684553146,0.0028579523786902428,0.027829429134726524,0.026533542200922966,0.000715644215233624,0.25794506072998047,0.014626133255660534,0.021301912143826485,0.011397150345146656
101770,Logan,2017-08-02,5,A masterpiece in the comic book genre,True,0.0652092844247818,0.003611732041463256,0.8436851501464844,0.38692766427993774,0.00037200606311671436,0.2728376090526581,0.6810128092765808,0.24787211418151855,0.33556509017944336
101772,Logan,2016-11-10,5,"A Masterpiece! Logan is by far the best superhero movie ever made.You will leave the cinema speechless.The acting from Hugh Jackman is the best of his career. Amazing acting\, beautiful cinematography\, perfect directing this is a movie worth watching. The superhero movie we deserve. My Favorite Movie Of All Time !",True,0.20504207909107208,0.05334976315498352,0.007932783104479313,0.01271072868257761,0.005017607007175684,0.039314620196819305,0.002719670766964555,0.03873905912041664,0.01618320308625698
101774,Logan,2017-03-08,5,A masterpiece my favorite comic book movie.,True,0.20841754972934723,0.02668442763388157,0.7878392338752747,0.24501267075538635,0.0029199603013694286,0.40816938877105713,0.35892799496650696,0.29499536752700806,0.18455368280410767
101775,Logan,2017-06-07,5,A masterpiece of a film.,True,0.3966515362262726,0.2754001319408417,0.7190952897071838,0.5090039372444153,0.010554837994277477,0.5055830478668213,0.5566572546958923,0.2914188802242279,0.2753024697303772
101776,Logan,2017-03-07,5,A masterpiece of a film with Hugh Jackman on the top of his performance as he again portrays Wolverine. His interaction with Dafne Keen as Laura Kinney/X-23 make this the best comic book adaptation so far.,True,0.008036553859710693,0.007694643922150135,0.046100813895463943,0.01273358054459095,0.001477964106015861,0.034523457288742065,0.007225885987281799,0.01834787428379059,0.006902096793055534
101785,Logan,2017-03-08,5,a masterpiece that culminates the story of a great character.,True,0.12107904255390167,0.01892148330807686,0.5255513191223145,0.09617562592029572,0.004438225645571947,0.3812501132488251,0.015685776248574257,0.2873772084712982,0.05935537442564964
101786,Logan,2017-12-16,5,A masterpiece that was everything I hoped it would be. Hugh Jackman gives an emotional and heavy performance that kept me gripped throughout the entire film. It brought tears to my eyes and I wouldn't change a thing.,True,0.24873070418834686,0.1731431633234024,0.32101017236709595,0.13694769144058228,0.0015434989472851157,0.09104973077774048,0.00865264143794775,0.017892878502607346,0.1549331247806549
101787,Logan,2017-03-03,5,A masterpiece. The ending that Hugh Jackman's Wolverine deserves. A fitting end to a legacy that lasted almost 2 decades.,True,0.10210150480270386,0.013077978044748306,0.004061550367623568,0.022940391674637794,0.005865698680281639,0.3476572632789612,0.022566678002476692,0.0405447855591774,0.07071468979120255
101792,Logan,2017-03-07,5,A masterpiece to simply to put it. The Best CB movie ever made .???????????????? and Hugh jackman is a legendc,True,0.6447455883026123,0.016129061579704285,0.8908361792564392,0.4947628974914551,0.008601960726082325,0.8016608357429504,0.2260720431804657,0.6878871917724609,0.2613181471824646
101793,Logan,2016-12-28,5,"A masterpiece... with themes of fatherhood\, aging\, frailty and in the midst of pain and fear\, courage.  Thanks go to Hugh Jackman for providing my generatio  with a worthy depiction of a complicated\, wonderful character that is very close to my heart.",True,0.009947427548468113,0.003716841107234359,0.003797799814492464,0.019254252314567566,0.0020225527696311474,0.02663296088576317,0.0007264618179760873,0.011379188857972622,0.04753286391496658
101799,Logan,2017-02-28,5,A-MAZE-ING. Go watch it as soon as humanly possible.,True,0.28221023082733154,0.5600382685661316,0.6428287029266357,0.6399004459381104,0.5074238181114197,0.4145776629447937,0.003902355208992958,0.65468430519104,0.0039715515449643135
101809,Logan,2019-08-04,5,Amazing acting and plot,True,0.05555862560868263,0.10408694297075272,0.5721403956413269,0.14824627339839935,0.0009263508836738765,0.25030380487442017,0.0056824833154678345,0.08515173196792603,0.03141036629676819
101810,Logan,2017-02-24,5,Amazing acting and story line,True,0.10658587515354156,0.09890969842672348,0.5867307186126709,0.14657321572303772,0.0009580570622347295,0.12423011660575867,0.03984314948320389,0.14191845059394836,0.17003490030765533
