review,score,of_title,Ideological_Bias,LGBTQ+_Criticism,Conspiracy_Theory,Meta-Criticism,Technical_Criticism,Tactical_Praise,Coordinated_Hate,Studio_Criticism,Frustration/Expectation
"Terrible. Ok so you want to start fresh? Disregard the legacy and everything set into place by The Force Awakens? THEN DO A GOOD JOB. Which you didn't. This is not just an awful movie, and not just a failed sequel, this is an act of aggression against fans by an arrogant director who thinks he can do better. He couldn't. Now let's hope that Abrams can pull off a miracle in IX and pick up the pieces. (And thank you Mark Hamill for letting us know your feelings about this film.)",2.0,Last Jedi,0.9954312443733215,0.9889476299285889,0.9351534843444824,0.8574244976043701,0.39083054661750793,0.07799144834280014,0.03871782496571541,0.01923193410038948,0.008561712689697742
"Visually stunning, but woefully lacking in writing, directing and editing. On first viewing 5/10 and on second viewing where the flaws are more obvious it gets 3/10. A shame as with some decent editing, dialogue changes and re-shoots it has the potential to be an enjoyable film.",2.0,Last Jedi,0.9817347526550293,0.960762619972229,0.5822699069976807,0.21736456453800201,0.11290821433067322,0.037188947200775146,0.028668779879808426,0.022186128422617912,0.010523765347898006
"Think about it, this movie takes place 18 hours following the last movie. In last movie Finn couldn't fly, now he is suddenly, with no training, is an expert pilot. They are chased at light speed with First Order firing on their shields, yet Finn/Rose can take a trip to a planet for several hours and then magically return to the ship, still being chased and blasted on by the First Order. Nothing in this movie made sense, and they trashed Luke's character, angered and spurned away the fans.",2.0,Last Jedi,0.9892276525497437,0.8990549445152283,0.8952243328094482,0.8661103844642639,0.8659210205078125,0.774088978767395,0.11917185038328171,0.046285562217235565,0.018499299883842468
"Unrecognizable as a Star Wars movie. Weak plot, weak characters, poorly placed humor. Good effect, but that's not enough. Iconic movies shouldn't be used to push  a political agenda.",2.0,Last Jedi,0.983934760093689,0.9744210839271545,0.5787776112556458,0.4463237226009369,0.21531762182712555,0.12832266092300415,0.059134840965270996,0.030548831447958946,0.00820586085319519
"""If you just casually watched a few \""""Star Wars\"""" movies & thought they were alright, this is for you. If you are a \""""Star Wars\""""-fan you can't take this new installment seriously; to a point where you actually feel a bit of shallow pain after leaving the theater. The movie feels like fanfiction, which threw all the rules, that George Lucas created, out of the window und made your childhood characters fly through space like marvel space-wizards. Star Wars always felt like a real thing far far away, now it feels like a summer blockbuster movie, that you'll forget the second you come home. There are so many things that are bad about this movie, that i couldn't get them into the review. I'm not a Review guy, but now I felt a strong sense do get my disappointment out of my system. KATHLEEN KENNDEDY: PLEASE GIVE US MORE FROM GARETH EDWARDS, THAT'S OUR ONLY HOPE!",2.0,Last Jedi,0.972825288772583,0.9452195763587952,0.9405574798583984,0.9218084216117859,0.8242247700691223,0.6864879727363586,0.17717142403125763,0.16821175813674927,0.030008619651198387
Honestly the worst of the entire saga. Rian completely gutted the Star Wars name.  Never thought id dislike any episode more than TPM.  Im just going to write this off as non-canon in my own brain.,2.0,Last Jedi,0.9937146902084351,0.9678389430046082,0.9666590094566345,0.9565032720565796,0.6010065078735352,0.18059420585632324,0.028285078704357147,0.015029076486825943,0.0037901662290096283
Too many contrivances that are blatantly contrary to the Star Wars universe but forced into being for âplotâ purposes. Way too many attempts at Jar-Jar Binks style comedy scattered throughout. Left me with the impression that Riann Johnson was more focussed on flipping the bird at JJ Abramsâ TFA than he was with putting together a quality film deserving of the Star Wars title.,4.0,Last Jedi,0.9892897605895996,0.9271727800369263,0.8812068700790405,0.8128023743629456,0.5453546643257141,0.4687264561653137,0.305090993642807,0.08570460975170135,0.007135380990803242
The force now supports Skype!! Not a bad movie just the decisions that were made were terrible.,2.0,Last Jedi,0.9522199034690857,0.8933689594268799,0.7292346358299255,0.7084121704101562,0.16778983175754547,0.14424483478069305,0.1292460709810257,0.04938890412449837,0.009564775973558426
"Hated this film. Clunky, badly structured and poorly written, preachy characters. And that with out mentioned what a disservice it does to TFA. Disney has no plans for these films, and it shows.",2.0,Last Jedi,0.9937745928764343,0.9924272894859314,0.9512061476707458,0.9297062754631042,0.8472175002098083,0.11765500158071518,0.109200619161129,0.05377306416630745,0.003203553846105933
This is not Star Wars ! It felt like Disney wants only your money. It looks very exceptional but has a lot of things that don't make any sense. The message that Disney seems to sent the fans is  that the past doesn't matter.,2.0,Last Jedi,0.9896027445793152,0.9867616295814514,0.97132807970047,0.935272216796875,0.7090969681739807,0.555968165397644,0.09862329065799713,0.05239465832710266,0.004859114531427622
worse than the prequels,2.0,Last Jedi,0.8861255049705505,0.8241767883300781,0.8118340373039246,0.6048787832260132,0.5076113343238831,0.42449209094047546,0.1486029326915741,0.06381936371326447,0.004765499383211136
Just a cash grab by Disney. This franchise is tired. And I'm a Star Wars fan!,2.0,Last Jedi,0.9881008863449097,0.9828053712844849,0.9418593645095825,0.9160934686660767,0.1761476993560791,0.11890057474374771,0.054066721349954605,0.00898497924208641,0.005377898924052715
"Star Wars is often seen as the shinning jewel in the sci-fi film genre. Sure the saga has had some missteps with the first, two films in the prequel trilogy. The Last Jedi, is truly the pinnacle terrible script writing and directing. Rian Johnson, has killed this franchise. His directing and writing skills have destroyed this film. The film is eye candy for sure. But it boils down to nothing less than a movie you can turn you brain off to watch. This is a terrible Star Wars film, but a mediocre action film you can turn your brain off too. I hope Disney do the right thing and get this god awful director away from this dying franchise.",4.0,Last Jedi,0.9909605383872986,0.8891313076019287,0.5450589060783386,0.36342179775238037,0.32667216658592224,0.02493777498602867,0.013009393587708473,0.012124616652727127,0.006199587136507034
"I did not  enjoy this movie at all, can't be called a Star wars movie. enjoyed the prequels more",2.0,Last Jedi,0.882091224193573,0.8261168003082275,0.4638121724128723,0.21953125298023224,0.12828637659549713,0.09832864254713058,0.06817610561847687,0.039584651589393616,0.011921417899429798
"""Honestly, it was terrible. Genuine pantomime villains hamming it up badly and a Chuck Norris (beard only) ending from Luke. The CGI was crap - the forces exerted by the critters just didn't look at all real and the spaceships that boringly trudged through space looking for a handy gas station would have been better done on a PC version of Homeworld. ... and there's just too much about the plotting and the set pieces and the 2-D moral-baiting lines and Mary Poppins and rubbishy looking aliens and lack of scope (despite the grand size of ships and planets, it all seemed to be happening in a cheap studio or green-screen environment). It is really bad. One ends up being cheered by spotting a cameo appearance, but then feeling sorry that these actors got caught up in this mess. Very disappointed that Finchy from \""""The Office\"""" didn't get to deliver any lines, Adrian from \""""The Young Ones\"""" should have donated some of his.",2.0,Last Jedi,0.994714617729187,0.8752305507659912,0.7500357627868652,0.6868321895599365,0.6339689493179321,0.49403470754623413,0.2507685720920563,0.12749281525611877,0.005760480649769306
"After viewing this movie I have no further interest in the story of Rey, Finn, Poe, Kylo. I donât care what happens to those posers and the continuation of their story. This is without a doubt a cash grab to push out the old OT characters and push on us, these uninspired new wanna-bees. The plot was laughable, the treatment of the OT heroes was despicable, and it just didnât feel like a Star Wars movie. I never felt so disappointed after watching a starwars movie.",2.0,Last Jedi,0.9962142109870911,0.9913845658302307,0.9740136861801147,0.9599828720092773,0.491981565952301,0.1326511651277542,0.022499991580843925,0.016984449699521065,0.003131585195660591
"Awful movie. Lazy writing. Abysmal characterization. Rife with plot-holes. Story depends on dozens of coincidences to move forward. If you love Star Wars, steer clear: this will tarnish your view of it.",2.0,Last Jedi,0.9905135631561279,0.934292197227478,0.7744081020355225,0.6188682317733765,0.5320136547088623,0.29073798656463623,0.0412752740085125,0.013854100368916988,0.005628760904073715
"Very disappointed. So many stupid scenes, such as Leah flying through space.",4.0,Last Jedi,0.9951508045196533,0.9941408038139343,0.7795381546020508,0.31334638595581055,0.058376848697662354,0.051807403564453125,0.02301386184990406,0.0135502303019166,0.0031520368065685034
"This movie has more plot holes than any movie Iâve ever seen. Pointless and unbelievable premise, lack of any real movement forward with the Star Wars saga, and honestly, Iâm just left with constantly saying, âwhy did they do that?â You May enjoy if you are not a Star Wars fan, if you are a die hard, I think you will feel that this if far from the best Star Wars since Empire, like Iâve been reading, and more like the worst Star Wars since Phantom Menace.",4.0,Last Jedi,0.993302583694458,0.991990327835083,0.9032031893730164,0.756535530090332,0.17486529052257538,0.08406872302293777,0.06467688083648682,0.05633272975683212,0.01827499270439148
The plot of this movie has more holes than Swiss cheese.,4.0,Last Jedi,0.9836229681968689,0.9068590998649597,0.837226152420044,0.734890341758728,0.6632744669914246,0.4307194650173187,0.2547593414783478,0.04885503649711609,0.005765015259385109
Worst worst worst Star Wars ever ....,2.0,Last Jedi,0.8963876366615295,0.6456830501556396,0.604699969291687,0.36400550603866577,0.019426405429840088,0.013459103181958199,0.005611479748040438,0.004849732853472233,0.004224233329296112
It wouldn't have been so bad if - well - it wasn't just bad. Outside of whatever people might perceive as political and 'sjw' it remains just a really bad movie that doesn't use what came before it to propel it to new heights but craps all over it for no other reason than to 'subvert expectations' and it (Rian) thinks it's clever for doing that.,2.0,Last Jedi,0.9811888933181763,0.8892409205436707,0.7105258703231812,0.5710331797599792,0.49372395873069763,0.06814496964216232,0.06126118451356888,0.056480273604393005,0.035263143479824066
