r_id,of_title,r_date,score,review,is_english,Ideological Bias,LGBTQ+ Criticism,Conspiracy Theory,Review Ecosystem Critique,Technical Criticism,Tactical Praise,Coordinated Hate,Studio Criticism,Frustration/Expectation
92854,DG,2019-12-01,10.0,"This game exceeded my expectations in all aspects. Gameplay wise\, it has amazing combat mechanics\, superbly designed vehicle mechanics\, and truly challenging zombie encounters. The 'hordes' of upto 300 zombies are something I'd never experienced before playing this\, and I loved every second. Story-wise\, I was invested in the story\, and I connected with most of the characters I wasThis game exceeded my expectations in all aspects. Gameplay wise\, it has amazing combat mechanics\, superbly designed vehicle mechanics\, and truly challenging zombie encounters. The 'hordes' of upto 300 zombies are something I'd never experienced before playing this\, and I loved every second. Story-wise\, I was invested in the story\, and I connected with most of the characters I was introduced to\, though Deacon\, the protagonist of the game\, is what really shined\, in my opinion. Its truly refreshing to see such a morally challenged protagonist. I truly did not regret this buy\, and neither will you.… Expand",True,0.9201619625091553,0.052277904003858566,0.0338628776371479,0.8596793413162231,0.05174463242292404,0.9879602193832397,0.9752022624015808,0.7383367419242859,0.3588593900203705
67726,DG,2020-08-27,6.0,Repetitive and dumb AI,True,0.7492373585700989,0.19991864264011383,0.23848040401935577,0.09127749502658844,0.16517114639282227,0.0456036776304245,0.44227978587150574,0.036840613931417465,0.5802448391914368
Ambiance of the game is good though. Not really worth getting,true,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
85432,DG,2019-04-26,10.0,this game is simply one of the best zombies games of this generation period,True,0.6483649015426636,0.010402056388556957,0.011113757267594337,0.029072314500808716,0.059920262545347214,0.6079095602035522,0.05317433550953865,0.11063353717327118,0.01712801307439804
85510,DG,2019-04-26,10.0,"Bend studio has courage to launch this game\, it's not a excellent game but is amazing and honest with it content.I like that\, very grateful for this game",True,0.2731369435787201,0.060383573174476624,0.7590734958648682,0.557001531124115,0.9048495292663574,0.8944857716560364,0.0134040592238307,0.9443519115447998,0.02908395789563656
85788,DG,2019-04-26,10.0,Absolutely loving it - this game reminds me of Uncharted 4 mixed up with The last of us in an astonishing open world setting - couldn´t expect more.,True,0.3396914303302765,0.009246398694813251,0.32842326164245605,0.3798365592956543,0.01471907738596201,0.6048361659049988,0.004288931842893362,0.07076583802700043,0.01884489320218563
86117,DG,2019-04-26,4.0,Wait for the PS5 re-release. Until then it should be what we expect it to be. At least graphics. Not sure if the gameplay will change. Story is ok.,True,0.20843316614627838,0.005193120334297419,0.006276560481637716,0.12887369096279144,0.9624032378196716,0.04748968780040741,0.006048858631402254,0.55763179063797,0.6213046312332153
86227,DG,2019-04-26,0.0,"Lots of cutscenes\, drop framerate\, visually boring and too generic zombie game ZZZZzzz WASTE OF TIME!",True,0.5215916633605957,0.006231177598237991,0.0032123085111379623,0.023604951798915863,0.9695190787315369,0.004499904345721006,0.10149997472763062,0.8863734006881714,0.9330226182937622
86379,DG,2019-07-21,10.0,Amazing storyline! Cut scenes never boring or too long. Excellent open world gameplay. One of a kind! A must play for sure!,True,0.12153540551662445,0.006565623451024294,0.8799693584442139,0.8936306834220886,0.15193764865398407,0.38047221302986145,0.09749605506658554,0.18229040503501892,0.025779804214835167
86395,DG,2019-07-21,10.0,So underrated. This caught me so much more that TLOF as an apocalyptic game. It’s not perfect but it’s the first game this year to get me playing all night.,True,0.5365738272666931,0.00496674282476306,0.9915612936019897,0.39853185415267944,0.3415025472640991,0.9627570509910583,0.7123681902885437,0.4109579920768738,0.06230314075946808
