r_id,of_title,r_date,score,review,is_english,Ideological Bias,LGBTQ+ Criticism,Conspiracy Theory,Review Ecosystem Critique,Technical Criticism,Tactical Praise,Coordinated Hate,Studio Criticism,Frustration/Expectation
77089,RDR2,2020-06-12,10.0,Great game great characters great story great graphics great gameplay 100/100… Expand,True,0.1372249871492386,0.006884231697767973,0.29236796498298645,0.08990968018770218,0.5271168947219849,0.3177201449871063,0.02955969236791134,0.41656553745269775,0.026625068858265877
77090,RDR2,2020-06-12,6.0,this is good but not great...............................................................................................,True,0.42707857489585876,0.08643163740634918,0.0525769367814064,0.2582170367240906,0.42878755927085876,0.03555876761674881,0.35911694169044495,0.6484668850898743,0.485120952129364
77092,RDR2,2020-06-12,10.0,The most beariful game I ever played. This is an incredible game that every person would play,True,0.3812166154384613,0.02951744943857193,0.863121509552002,0.06476466357707977,0.012120023369789124,0.6261551380157471,0.6521544456481934,0.006012687459588051,0.6168378591537476
77093,RDR2,2020-07-05,10.0,"One of the best story games for the ps4 \, never seen such a good story. Arthur's story and how it ends makes him one of the best characters on video games.",True,0.15768446028232574,0.003713739337399602,0.22649312019348145,0.04263560473918915,0.012700156308710575,0.4931630790233612,0.004682900384068489,0.03287125006318092,0.017601845785975456
77346,RDR2,2019-11-10,9.0,"Simple a great Game. Maybe for the most to big. But if you really get into it\, it is one of the most realistic games I ever played. The Wild West Simulator.",True,0.2411150485277176,0.006154834758490324,0.305156946182251,0.3078508675098419,0.2153177261352539,0.42100298404693604,0.01012430153787136,0.12149199843406677,0.08825665712356567
77269,RDR2,2020-01-21,9.0,Graphics are perfect gameplay is great Bugs arent too much story and characters are good but The character customization in online it's bad and ugly I say  but The game it's still the best,True,0.23990121483802795,0.006115995347499847,0.16376715898513794,0.7738866209983826,0.9695096015930176,0.3613111078739166,0.04125281795859337,0.8276738524436951,0.1958284080028534
77272,RDR2,2020-01-25,10.0,What a classic! Arthur Morgan you will be remembered. Thanks Rockstar for this masterpiece.,True,0.2686018645763397,0.008454300463199615,0.03854827955365181,0.00852599460631609,0.01015218161046505,0.377015084028244,0.0628495067358017,0.12338320165872574,0.01679748110473156
77274,RDR2,2020-01-26,10.0,One of the best storylines in a game ever! Graphics are amazing and Arthur Morgan is one of my favourite characters of all time. A true Masterpiece,True,0.29893603920936584,0.008545612916350365,0.7639948129653931,0.022391580045223236,0.2690313458442688,0.2381349503993988,0.21210011839866638,0.2240123599767685,0.4815117120742798
71800,RDR2,2020-06-24,10.0,"Masterpiece\, greatness\, arthur morgan the best character  jsbshsjsusjasdisnsbx xbdjisisjsbzbxdjisixnxkxkxixiixidisisisosos",True,0.1779787689447403,0.030965203419327736,0.24362769722938538,0.027907459065318108,0.019675737246870995,0.5414666533470154,0.13640546798706055,0.2732992470264435,0.012471097521483898
71801,RDR2,2018-10-27,10.0,"Look at these salty butthurt PC gamer\, its so funnyNow excuse me\, I going back to play this masterpiece of this generation",True,0.8907728791236877,0.8292360305786133,0.6731610298156738,0.09414774924516678,0.8316755890846252,0.33475902676582336,0.9668688774108887,0.6621450781822205,0.8366223573684692
77029,RDR2,2020-05-04,10.0,Red Dead Redemption is a great game with a sweeping storyline and a good gameplay is a lot better than the first ROCKSTAR successful game and Giant to give us an interesting game full of action in short is a great game that must try to play !!!,True,0.2924720346927643,0.011300145648419857,0.03950989246368408,0.019273418933153152,0.08971209824085236,0.5018502473831177,0.031073985621333122,0.10055757313966751,0.10942133516073227
