r_id,of_title,r_date,score,review,is_english,Ideological Bias,LGBTQ+ Criticism,Conspiracy Theory,Review Ecosystem Critique,Technical Criticism,Tactical Praise,Coordinated Hate,Studio Criticism,Frustration/Expectation
85532,RE7B,2020-06-19,10.0,My favorite game from the Resident Evil series. It has an excellent story and managed to change the terror like no other game has done before. Capcom is to be congratulated. I hope you do more (in first person) ,True,0.30096670985221863,0.006886593997478485,0.11867949366569519,0.014490961097180843,0.028118344023823738,0.7174939513206482,0.1311057209968567,0.7431495785713196,0.012302791699767113
85613,RE7B,2020-09-26,0.0,"Wonky controls\, enemies have 2 categories: unklillable or Marvel's Venom. Story is trash and enviroment is dull and gross\, just for the sake of it.",True,0.699491560459137,0.017593668773770332,0.006132419221103191,0.3152446746826172,0.9393898248672485,0.019083209335803986,0.3087422847747803,0.9535093903541565,0.4806082546710968
85700,RE7B,2020-11-19,9.0,=== [Gameplay] ===,True,0.4166514575481415,0.006250815000385046,0.2623959183692932,0.06085602566599846,0.004494562279433012,0.1802040934562683,0.21319204568862915,0.003022989258170128,0.1539648175239563
✔️Very good.,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
=== [History] ===,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
✔️Good.,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
=== [Graphics] ===,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
✔️Very good.,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
=== [Soundtrack] ===,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
✔️orgasm,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
=== [Durability] ===,,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
✔️Short (,true,,,,True,0.5743027329444885,0.4188162386417389,0.2752510905265808,0.3860745131969452,0.30372682213783264,0.21717901527881622,0.5933138728141785,0.2789137065410614,0.3281232714653015
85715,RE7B,2020-09-26,7.0,This Resident evil game was decent. I hope Capcom goes back to third person perspective I hate first person games,True,0.8609628081321716,0.01875457353889942,0.0023377062752842903,0.42099377512931824,0.779089093208313,0.02527634985744953,0.7381991744041443,0.9841298460960388,0.13969282805919647
85763,RE7B,2020-10-05,9.0,Gameplay 9/10Story 8/10Presentation 8/10Performance 8/10Music 8/10Characters 8/10Resident Evil is back,True,0.3349092900753021,0.0038816770538687706,0.010537032969295979,0.3022626042366028,0.15168052911758423,0.4094066321849823,0.23930364847183228,0.039156362414360046,0.11104054003953934
89006,RE7B,2020-11-15,9.0,"My first truly horror game and Resident Evil game. I played on a monitor\, and enjoyed it very much by the fear of death(when you are being chased and you can't look behind) and jump scares. Everything about the game comes together to give you a truly horror experience.",True,0.0625370666384697,0.004044129513204098,0.010369970463216305,0.027552785351872444,0.0058721620589494705,0.12579725682735443,0.1457878202199936,0.007426462601870298,0.005201119463890791
89038,RE7B,2020-10-14,1.0,Not a true Resident evil game. It Copied and pasted Outlast. Also the baker family the main antagonist is a Texas chainsaw rip-off.,True,0.8827675580978394,0.017529727891087532,0.0059884279035031796,0.012334194034337997,0.3124469816684723,0.005807858891785145,0.862422525882721,0.8217729926109314,0.5347741842269897
