77089,RDR2,2020-06-12,10,Great game great characters great story great graphics great gameplay 100/100… Expand,true
77090,RDR2,2020-06-12,6,this is good but not great...............................................................................................,true
77091,RDR2,2020-06-12,10,"O jogo é incrível\, cenários surreal\, gameplay top demais\,eles tiveram cuidado com cada detalhe para fazer um jogo incrível",false
77092,RDR2,2020-06-12,10,The most beariful game I ever played. This is an incredible game that every person would play,true
77093,RDR2,2020-07-05,10,"One of the best story games for the ps4 \, never seen such a good story. Arthur's story and how it ends makes him one of the best characters on video games.",true
77346,RDR2,2019-11-10,9,"Simple a great Game. Maybe for the most to big. But if you really get into it\, it is one of the most realistic games I ever played. The Wild West Simulator.",true
77269,RDR2,2020-01-21,9,Graphics are perfect gameplay is great Bugs arent too much story and characters are good but The character customization in online it's bad and ugly I say  but The game it's still the best,true
77270,RDR2,2020-01-23,10,El mejor juego que e jugado en mi vida muy bueno ademas una historia realista,false
77271,RDR2,2020-01-23,10,Es un juego hermoso con un mundo abierto espectacular lleno de cosas para hacer en cualquier lugar y su historia es toda una obra maestra.,false
77272,RDR2,2020-01-25,10,What a classic! Arthur Morgan you will be remembered. Thanks Rockstar for this masterpiece.,true
77273,RDR2,2020-01-25,10,"Эта игра стала моей любимой!Это лучшее во что я играл за всю жизнь.Если вы ещё не играли в этот шедевр\, то срочно бегите и покупайте!",false
77274,RDR2,2020-01-26,10,One of the best storylines in a game ever! Graphics are amazing and Arthur Morgan is one of my favourite characters of all time. A true Masterpiece,true
71800,RDR2,2020-06-24,10,"Masterpiece\, greatness\, arthur morgan the best character  jsbshsjsusjasdisnsbx xbdjisisjsbzbxdjisixnxkxkxixiixidisisisosos",true
71801,RDR2,2018-10-27,10,"Look at these salty butthurt PC gamer\, its so funnyNow excuse me\, I going back to play this masterpiece of this generation",true
77028,RDR2,2020-05-04,6,"Im Gegensatz zum ersten Teil\, zieht sich das Spiel wie Kaugummi. Musste mich dazu Durchringen es zu beenden. Aber wer gerne Stunden lang mit dem Pferd reitet und eher auf Simulationen steht\, dem wird es gefallen\, so wie dem Großteil der Spieler.",false
77029,RDR2,2020-05-04,10,Red Dead Redemption is a great game with a sweeping storyline and a good gameplay is a lot better than the first ROCKSTAR successful game and Giant to give us an interesting game full of action in short is a great game that must try to play !!!,true
77030,RDR2,2020-05-04,10,"Концовка игры прямо до слёз! От сюжета\, атмосферы\, освещения. Уверен\, что я не один такой)… Expand",false
77276,RDR2,2020-01-29,4,"Whenever random Ambushes happen it's basically instant death\, the horse controls are annoying and impossible to get away from enemies\, satchel carries only a small handful of stuff\, whistling for horse is almost pointless\, can only carry one big pelt.",true
77025,RDR2,2020-05-02,10,"The best game I have ever experienced\, with outstanding graphics and an gigantic world ready for the player to explore. The game has stellar storytelling and Arthur Morgan may be the greatest character in fiction ever...",true
77026,RDR2,2020-05-03,10,"Obra maestra\, un antes y un despues en la historia de los videojuegos y una maravilla poderlo disfrutar.",false
76639,RDR2,2020-07-06,9,"So I have been playing this game for 6 months and I am able to make an honest review.The graphics are excellent(even on my ps slim). The physics of shooting is not bad.The plot is also very good\, but it has disadvantages: it is very stretched and the ending is predictable (Arthur's death).Game-play: you have a lot of things to do: you can fish\, hunt\, rob\, discover the world\, complete the challenges\, collect different items(cigarette cards for example) and etc. BUT the most time you spend during the game is riding a horse!My rate is 9/10… Expand",true
77027,RDR2,2020-05-04,3,"I think that this game is very boring. I'll admit that it is a very beatiful game and út has a great game mechanic\, bit I think that it's only a GTA V copy with western style. I should've made this game tó a GTA V DLC instead of a complete AAA game.",true
72615,RDR2,2020-07-25,0,One of my favorite games of all time. Will be playing this game for years.  After completely completing it there are still so many things to discover and do.,true
76941,RDR2,2020-06-19,10,"Best game ever\, R* has put all their heart and soul into this game and it's just a Master piece. It has one of the best endings I've ever seen even. The Epilogue is just awesome I was so disappointed when Arthur Morgan died but oh boy din't they just nail that Epilogue with John Marston starting off as ranch worker and eventually showing how he built his own ranch. I spent days after completing the game just to improve my ranch when a game makes you open after beating it's story mode you know it's one of the best game ever. No one can't beat R* on Game design. Can't wait for GTA VI or whatever their next title is :)… Expand",true
76942,RDR2,2020-06-19,10,"Compre e curta um dos melhores jogos da historia\,mais de 60 horas garantidas e uma historia que ficara na sua cabeça por anos. recomendo muito.",false
73253,RDR2,2020-06-27,10,"Estamos ante la obra maestra de Rockstar y uno de los mejores videojuegos de toda la historia\, dudo mucho que Rockstar vuelva a hacer algo que iguale\, o supere esta obra.",false
73400,RDR2,2020-06-27,10,One of the best games and stories ever made.Hard to compare to anything. Totally unique,true
73476,RDR2,2020-06-30,10,Отличная играГрафика великолепнаНемного затянутый сюжет,false
73559,RDR2,2020-06-30,10,"Melhor jogo que já joguei na vida\, dificilmente vai ter outro jogo como esse",false
73735,RDR2,2020-06-30,10,"melhor jogo que eu já joguei\,historia foda personagens incríveis e o melhor roteiro dos videogames ate então.",false
73827,RDR2,2020-07-26,10,One of the best games I ever played bravo to Rockstar for making a game that keep the gameplay and story interesting all the way. I also love how the environment looks and feels so real.,true
74024,RDR2,2020-07-26,10,"I love this game literally for everything\, for the amazing story\, for the best open world etc.I'm not sure what the best game of the generation is. The Last of Us Part II or RDR2 right there",true
74261,RDR2,2020-02-15,10,"I got lost in this world. Seriously lost. Amazing graphics\, amazing gameplay. Exploration was the best part of this game. What a treat to the senses.",true
74333,RDR2,2020-02-15,5,"Grafik Top\, Steuerung präzise\, Sound toll ... aber mir viel zu weitläufig und die Story packt mich nach 6 Stunden 0\,0",false
74362,RDR2,2020-02-16,10,"Sencillamente espectacular. La historia\, el soundtrack\, los personajes\, todo es magnifico en este juego.",false
74578,RDR2,2018-10-26,10,"the greatest game ever made no competetion \, these pc losers need to stop being a cry baby \, pc gaming is dead and they're never the priority",true
74609,RDR2,2018-10-26,10,Rockstar siempre va dos pasos por delante de la competencia. Esto no es un simple videojuego. Esto es arte.,false
74715,RDR2,2020-07-26,10,"The the story is very good and the game play is just so fun. For me\, personally\, this is easily the best game I've ever played and I'm sure you'll enjoy it too.",true
74892,RDR2,2018-10-26,10,"Easily the best game this generation imo\, all those 0 score reviews are bec the game is not on the pc haha anyway buy this game its so good",true
74918,RDR2,2020-07-26,10,"Uma obra estupenda\, estória sem precedentes\, com personagens únicos\, gráficos além da imaginação\, cenários e localizações incomparáveis\, um jogo para não só jogar e sim para ser apreciado em toda magnificiência esplendorosa.",false
74932,RDR2,2020-06-30,10,Wife and I both played through this game at the same time and we both went through the emotional rollercoaster that game takes you on. Such a moving and amazing game. The scenery is beautiful and there are so many satisfying stories and missions. Loved it,true
75015,RDR2,2020-06-21,10,"Perfect (in my opinion) i mean great story\, lovable characters\, amazing graphics. 10/10",true
75171,RDR2,2020-06-21,10,One of the best games of the generation especially for fans of RDR1. Offering about 60 hours of enjoyable experience with a beautiful story.,true
75212,RDR2,2020-06-21,10,"Mam wywalone na multi\, interesuje mnie tylko tryb fabularny. A ten jest fenomenalny i basta. Właściwie nie trzeba nawet robić misji wystarczy włóczyć się po świecie i już jest fajnie :)",false
75239,RDR2,2020-06-21,5,"It's a beautiful world\, but that's just it. The character's life is completely boring and sad.",true
75262,RDR2,2018-10-26,10,Plenty of lonely bitter PC elitists giving the game low ratings because they can't play it. Ignore them.This game is absolutely brilliant.,true
75277,RDR2,2018-10-26,10,best game of rockstar so far. basic game that everyone should play.probebly game of the year,true
75335,RDR2,2020-06-18,9,"Love this game\, it's the best game ever made. The gameplay\, mechanics and realism is incredible. Lot's of kids complain about the realism\, but that what makes RD2 amazing along with the incredible story and graphics.",true
75355,RDR2,2020-06-18,5,"Too Easy\, not challenging at all. the game is too long which sometimes can be frustrating",true
75371,RDR2,2020-06-18,10,"Arthur Morgan\, Charles Smith\, John Marston\, Dutch Van Der Linde\, Hosea Matthews and Sadie Adler are the most constructed characters ever. OST is great… Expand",true
75406,RDR2,2018-10-26,10,This is a really cool game. I recommend it to everyone. No compromises. Just rare quality.,true
75415,RDR2,2020-06-19,6,"Stunning looks game\, but it just became very boring very quickly.Too many developers are trying to make games more realistic and forgetting that they need to be fun.Graphics - 9/10Gameplay - 2/10Story - 7/10",true
75427,RDR2,2020-11-10,8,"I was absolutely floored when I first got the game that I played 70 hours in one week\, but I got bored and stopped playing it until a month ago because the second half feels like such a chore instead of an immersive experience of a game. I finally finished  the last 5 hours of it a month ago and I wasn't as impressed as when I played it for the first time. The first 3 chapters are amazing though.",true
75465,RDR2,2020-11-11,10,"Am very happy that the game is constantly supported with new cool content and game on PC. And the Storyline is great\, of course.",true
75466,RDR2,2020-11-11,10,"Amazing story \, good gameplay an overall fantastic single player experience.  Online mode not the best .",true
75474,RDR2,2020-11-17,10,"A game that combines incredibly fun\, cowboy combat and a story for the ages. Red Dead Redemption 2 is a masterpiece that you must play.",true
75525,RDR2,2020-06-24,10,"Great game in all respects It is the best game you have ever played\, great story\, great characters\, diverse missions\, legendary music\, stunning graphics\, and amazing world details\, in short\, the game is a masterpiece\, thank Rockstar for this masterpiece",true
75537,RDR2,2020-06-24,10,Red dead redemption 2 best game ever I have ever seen in my life it deserves everything,true
75538,RDR2,2020-06-24,10,"Es el mejor juego\, lo recomiendo si eres un verdadero gamer. Pero el falta algún que otro DLC",false
75552,RDR2,2020-08-25,10,"I enjoyed every minute of it. The story was good\, the gameplay was very good\, and the graphics were great. One of the best open world games I ever played. Rockstars are best when it comes to open world games. I love The attention to details to the details. I hope we get a DLC  soon.",true
75587,RDR2,2020-06-19,10,Jogo muito bom Uma história maravilhosa.. Gameplay fluída gráficos perfeitos jogo maravilhoso.. Arthur se consagrou com certeza como um dos melhores personagens dos games,false
75610,RDR2,2020-06-19,10,Red Dead Redemption one of the best experience in my life. Thank to Rockstar Games for this experience. The story and chachter in game wrote as well.… Expand,true
75630,RDR2,2020-06-19,10,In one word awesome! It's not possible playing this game and not stopping every 5 mins to just take the surroundings in just look at the beautiful world rockstar has created. The story one of the best in any game I've ever played and Arthur Morgan will forever be the legend of the west.,true
75691,RDR2,2020-08-26,10,One of the Best games ever!! the campaing is just amazing and awesome!! 10!!,true
75692,RDR2,2020-08-26,10,"Many people will stop playing this early on due to the game's slower pace\, but if you stick with it you won't be disappointed. The level of detail and care put into the story\, world\, and gameplay is astonishing. I've never experienced something like this game before and I'm glad I stuck with it.",true
75693,RDR2,2020-06-19,9,"Para gustos los colores\, y a mi este juego me encantó\, unos de los mejores que he jugando sin duda alguna.",false
