r_id,of_title,r_date,score,review,is_english,Ideological Bias,LGBTQ+ Criticism,Conspiracy Theory,Review Ecosystem Critique,Technical Criticism,Tactical Praise,Coordinated Hate,Studio Criticism,Frustration/Expectation
101536,Logan,2017-11-17,3,Alright. Worth a watch.  You could predict the plot toward the end which was ok but they could have cut about 20 minutes out of it. After a few i was like come on with it already.  Decent show.,True,0.3099103569984436,0.26592645049095154,0.5213011503219604,0.4144744873046875,0.4803008437156677,0.37116795778274536,0.39967137575149536,0.5405858159065247,0.7203178405761719
101556,Logan,2017-03-14,5,"Although definitely too violent\, Logan is a very realistic\, moving and sometimes even genuinely tragic and heartbreaking movie. The character development is absolutely fantastic\, the performances from Patrick Stewart and Hugh Jackman are so good\, the humor is quite strong and the film's action is so well executed\, but also never overwhelming. It is such a well edited\, clever and emotional film with a couple of truly moving and beautiful sequences that are hard to forget leading to such a phenomenal\, genuinely different superhero outing that simultaneously works great as an X-Men and as a standalone movie.",True,0.14694556593894958,0.1227647066116333,0.00036480993730947375,0.686278223991394,0.24928918480873108,0.5289778113365173,0.00160164013504982,0.42998605966567993,0.19668693840503693
101564,Logan,2017-02-27,3,"Although I enjoy the X men series and have seen them all\, the violence in this movie is unnecessarily graphic and is not for kids.",True,0.11488567292690277,0.043896254152059555,0.0009382563293911517,0.06810398399829865,0.011615212075412273,0.0051121157594025135,0.07778696715831757,0.13791102170944214,0.3337956666946411
101574,Logan,2017-03-03,5,"Although I'm going to hold out hope that Ryan Reynolds can convince Hugh Jackman to return for Deadpool 2\, this would be one hell of a way to go out. The R rating made me a bit skeptical as it seemed a bit reactionary to capitalize on the success of Deadpool\, but it is used as a great story telling element that helped set the tone of the movie. Logan delivers on a multitude of levels for extreme ass-kickery in an extraordinary blend of action sequences and emotional gut punches making it easily the best X-men related film to date. Director James Mangold unleashes Wolverine in an adventure that gives fans of the iconic comic book character a long overdue showcase of the animal within. But for those unfamiliar with the franchise\, there is still a heartfelt action-packed story will keep you thoroughly entertained for one wild ride. To no surprise\, Hugh Jackman and Patrick Stewart give us the best performances in their franchise long tenure. Stewart captures the frail humanity of Professor X as he battles an unknown neurological disease without any sacrifice to his wise and even-tempered demeanor. Both he and Jackman bring a very seasoned and damaged presence that is almost painful to watch for those who have long been fan's of the franchise. I'm a little mixed on Dafne Keen's performance as X-23/Laura\, though at no fault of her own. For the majority of the movie I actually found her character to be quite irritable. The creators definitely went for a rebellious feral child kind of personality to emphasize her similarities with Logan and her ability to bring forth mass carnage. Even though given the context of Laura's upbringing this makes sense\, she spends about two-thirds of the movie shrieking with no audible dialogue in a manner that I found overly petulant. Luckily\, the third act manages to salvage her character in a way that makes me excited to see more of her in the future. Wolverine spends so much of Logan getting beaten down and struggling to get up rather than maiming his enemies\, that it really paints him our beloved hero in a fashion that we're not accustomed to. Quite honestly\, it took some time to realize he's no longer the bruiting beast we're used to seeing\, especially with X-23 outdoing him in almost every action sequence. Although it was a bit tough to digest that a small child is causing more bloodshed than our Adamantium-covered brute\, she definitely proves her strength. No one will ever replace Wolverine\, but we're in great hands with X-23 as she maims\, shreds\, hacks\, stabs\, and gouges her way in a series of flips\, kicks\, punches\, and leaps like you could not imagine without seeing for yourself. I wasn't too big a fan of the route they chose to give Logan a formidable opponent\, but that aside\, this third act is one of most spectacular I've seen by a comic book movie - perhaps ever. Mangold ties up Logan's \""final\"" run in a beautiful amalgamation of tear jerking moments and some much needed violence. All questions that you may have during the movie are answered in a way that doesn't feel shoehorned in and gives us one \""last\"" glimpse of Wolverine's unrelenting spirit to stand up for what's right and his inability to shy away from a fight - no matter the odds or consequences.\n\nScore - 9.5/10\n\nP.S. - No end credit scene\, only pre-film scene. Mangold masterfully does this to keep the tone set by the ending of the film intact.",True,0.20640899240970612,0.20065200328826904,0.009296764619648457,0.32461750507354736,0.19368241727352142,0.48040658235549927,0.047410931438207626,0.20036494731903076,0.6180350184440613
101575,Logan,2017-05-01,4,"Although Im not a marvel fanboy i just love it in a regular way\,its surprisingly a great one i feel that i wanna see it again if i kept on saying good things about it it wont end no one acted bad except the father of the girl\, he was just bad The girl was the best thing in the movie she was excellent in this movie im excpecting her to have a great  future and chances in Hollywood and hugh Jackman was good as usual as wolverine and the action sequence was beyond amazing and beyond Fantastic can't wait to see it again and to  buy it on bluray or DVD \nMy score: 9.5/10",True,0.2751043438911438,0.29133927822113037,0.015546323731541634,0.7217701077461243,0.25737515091896057,0.9114883542060852,0.131699338555336,0.5082796216011047,0.24010789394378662
101581,Logan,2018-06-20,5,"Although it didn't keep me on the edge of my seat like most superhero movies\, it's better than The Dark Knight and that's saying something. Its earned it's 5 star rating.",True,0.11498498916625977,0.12026327848434448,0.020702501758933067,0.31720033288002014,0.08910869061946869,0.25838714838027954,0.1756669580936432,0.20147933065891266,0.33288922905921936
101636,Logan,2017-03-04,1,"Although the actors do their job well\, this is just a BRAINLESS SLASHER MOVIE.  A typical X-Men movie has a smart captivating plot\, complex characters including the villains\, spectacular visual effects\, and much more.  Here is the plot of this movie (without spoilers):  An army of muscle bound special force soldiers attack Wolverine and get slashed to pieces - claws through the head - with blood and body parts flying all over.  The good guys get away but get attacked again and the same thing happens.  They get away again\, and then - you guessed it - same thing happens.  By the last bloodbath I was falling asleep due to the sheer stupidity of it.  As you may have seen from the trailer\, a young girl takes part in all the fighting and is even more vicious than Wolverine.  Apparently it's ok for a pre-teen girl to slash people to pieces - because hey\, they are the bad guys\, they deserve it.  The movie also DOES NOT STAY TRUE TO THE XMEN BACKSTORY AND FREQUENTLY TURNS INTO NONSENSE.  For example\, in previous movies we are told that an adamantium bullet would not kill a being with an adamantium skull\, but would erase memories.  This movie thinks however that an adamantium bullet can blow off half of an adamantium skull.  There are other examples\, but I don't want to give away the plot.  Bottom Line:  I love the X-Men series and have seen every movie\, sometimes multiple times.  This one is not worth seeing in a theater (unless you are into Halloween Slasher movies\, because in that category it's top notch).",True,0.27198630571365356,0.11999243497848511,0.04646465182304382,0.44217976927757263,0.2035984992980957,0.05759385973215103,0.3747587502002716,0.458035945892334,0.4954906702041626
101637,Logan,2017-03-07,4,"Although the atmosphere surrounding Logan brings to mind the depressing nature of Rocky Balboa\, the story\, like Rocky\, tugs at your heart strings nearly the entire time. If you're expecting another X-Men movie\, rent Apocalypse. Logan is not that. Instead\, Logan brings you the story of an old hero that has long lost the ability--and the will--to care about anyone\, especially himself. But we find that sometimes all one needs is the purpose to move forward. And that purpose can come in many shapes and sizes.",True,0.021659180521965027,0.04986969754099846,0.0048552947118878365,0.11054407805204391,0.013240674510598183,0.007807702757418156,0.016786670312285423,0.03442047908902168,0.039226800203323364
101658,Logan,2017-04-01,3,"Although the performances from Hugh Jackman\, Patrick Stewart and Dafne Keen are all Oscar-worthy \, the film lacks the fun of previous X-Men movies and in some points of the story\, you'll find yourself being bored.  The movie takes advantage of its R-rating with some incredible\, bloody action sequences. It also gives us an important lesson on family\, saying that no matter what\, they are the most important people in the world.  It is certainly not the worst movie in the franchise but not the best either.",True,0.5081751346588135,0.22747477889060974,0.025242824107408524,0.6166112422943115,0.30257561802864075,0.48987939953804016,0.18823814392089844,0.6577597260475159,0.7306455969810486
101659,Logan,2017-03-27,4,"Although the plot was quite predictable\, it was a decent ending as a closure for any film franchise. It is also recommendable to whom haven't watched any of the previous wolverine movies as I was enjoyable. Logan's desperate struggle scene was emotionally touching. I admired Stewart and Jackman's performance since they seemed really aged and vulnerable in movie. Pretty surprisingly\, I also got satisfied with watching an amazing debut of Dafne Keen.",True,0.19549743831157684,0.20728473365306854,0.03620069846510887,0.41119375824928284,0.13062021136283875,0.18919746577739716,0.0875256210565567,0.28245121240615845,0.6044204235076904
101664,Logan,2017-05-19,4,"Although there's an expectation for Logan to give a cold shoulder\, the film could have been elevated had emotion been seen earlier than later.",True,0.15091998875141144,0.06574108451604843,0.03524669259786606,0.21715719997882843,0.012965463101863861,0.009723545983433723,0.20312108099460602,0.33735835552215576,0.6010633707046509
101683,Logan,2017-03-04,3,"Although this movie strives to be an Unforgiven or True Grit with a comic book lead\, it just doesn't cut it -pun intended. Too many plot holes and inconsistent character motivations lead to a movie that has a few cool scenes but no coherence. Despite the poor script\, several of the performances are entertaining\, but not enough to make this movie feel like less of a 2 1/2 hour road trip to nowhere.",True,0.2335369735956192,0.11744999140501022,0.11931087076663971,0.42023953795433044,0.11698200553655624,0.044303830713033676,0.21984848380088806,0.4426679313182831,0.7570272088050842
101740,Logan,2017-06-09,4,"A marvelous film\, pun intended. Never has there been such depths explored in a comic character\, and the heartbeats we feel throughout this film stick with us long after the experience. The team truly embraced the \""R\"" rating\, making this cinematic adventure all the more raw\, compelling\, and unique. For those of us who grew up with Hugh Jackman in the role of this iconic character\, the movie evokes a rich sentimentality. Despite the disillusioned\, drunk\, detached version of Logan we find here\, he is always our wild hero.",True,0.13264331221580505,0.11817197501659393,0.010408084839582443,0.49489063024520874,0.11182071268558502,0.5002915859222412,0.04054303094744682,0.36689549684524536,0.30981016159057617
101766,Logan,2017-03-04,5,"A masterpiece. Definitely in my top three. With Jackman saying this is his last time to play the Wolverine\, I can't imagine a better tribute/ending to a childhood favorite.",True,0.05224824324250221,0.043186746537685394,0.01863228715956211,0.18497411906719208,0.06296698749065399,0.5709867477416992,0.016627730801701546,0.11553891748189926,0.006314815022051334
101770,Logan,2017-08-02,5,A masterpiece in the comic book genre,True,0.00047091449960134923,0.00047460212954320014,0.00034475611755624413,0.0015156459994614124,0.0007086583646014333,0.10602831840515137,0.006816635373979807,0.000586933281738311,0.012327997013926506
101772,Logan,2016-11-10,5,"A Masterpiece! Logan is by far the best superhero movie ever made.You will leave the cinema speechless.The acting from Hugh Jackman is the best of his career. Amazing acting\, beautiful cinematography\, perfect directing this is a movie worth watching. The superhero movie we deserve. My Favorite Movie Of All Time !",True,0.02619510516524315,0.07327204197645187,0.00012189730477984995,0.2274562120437622,0.12539143860340118,0.8527396321296692,0.0005886382423341274,0.28115910291671753,0.01889430731534958
101774,Logan,2017-03-08,5,A masterpiece my favorite comic book movie.,True,0.0026315718423575163,0.002910353010520339,0.0005077308742329478,0.003697625594213605,0.0013752742670476437,0.047517161816358566,0.004914640448987484,0.00043583213118836284,0.023093940690159798
101775,Logan,2017-06-07,5,A masterpiece of a film.,True,0.0008097972022369504,0.009277471341192722,0.004469236824661493,0.010891970247030258,0.03557406738400459,0.38753730058670044,0.0007668729522265494,0.13753296434879303,0.0015217420877888799
101776,Logan,2017-03-07,5,A masterpiece of a film with Hugh Jackman on the top of his performance as he again portrays Wolverine. His interaction with Dafne Keen as Laura Kinney/X-23 make this the best comic book adaptation so far.,True,0.06730020046234131,0.030444929376244545,0.0019526748219504952,0.12105326354503632,0.019594237208366394,0.6849498152732849,0.006264927797019482,0.07197262346744537,0.04167601466178894
101785,Logan,2017-03-08,5,a masterpiece that culminates the story of a great character.,True,0.0005614402471110225,0.00524546904489398,0.011629955843091011,0.013769377954304218,0.001088187680579722,0.1600588858127594,0.0019381731981411576,0.0226547010242939,0.00023696581774856895
101786,Logan,2017-12-16,5,A masterpiece that was everything I hoped it would be. Hugh Jackman gives an emotional and heavy performance that kept me gripped throughout the entire film. It brought tears to my eyes and I wouldn't change a thing.,True,0.060054924339056015,0.09608353674411774,0.1855608969926834,0.22278611361980438,0.06652723997831345,0.3657704293727875,0.06951329857110977,0.15087904036045074,0.15869490802288055
